name,full_name,birth_date,age,height_cm,weight_kgs,positions,nationality,overall_rating,potential,value_euro,wage_euro,preferred_foot,international_reputation(1-5),weak_foot(1-5),skill_moves(1-5),body_type,release_clause_euro,national_team,national_rating,national_team_position,national_jersey_number,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,freekick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,composure,marking,standing_tackle,sliding_tackle,positions_list,primary_position,positions_count,flag_missing_birth_date,flag_overall_gt_potential,flag_non_positive_value,flag_non_positive_wage,player_key
Molinero,Francisco José Molinero Calderón,1985-07-26,40.5,175.26,64.0,"RB,LB",Spain,72,72,1700000.0,7000.0,Right,1,2,2,Normal,2800000.0,,,,,70,45,68,69,54,59,66,40,59,73,71,75,76,72,73,69,80,73,70,59,80,67,59,59,49,66,71,71,73,"['RB', 'LB']",RB,2,False,False,False,False,francisco-jos-molinero-calder-n-1985-07-26
M. Leiva,Matias  Leiva Arancibia,1999-07-24,26.5,170.18,67.1,ST,Chile,55,70,180000.0,1000.0,Right,1,3,2,Lean,356000.0,,,,,41,58,51,41,40,55,31,32,34,54,67,71,63,54,70,48,62,54,47,49,32,12,55,42,53,42,16,15,12,['ST'],ST,1,False,False,False,False,matias-leiva-arancibia-1999-07-24
K. Anderson,Keshi Anderson,1995-04-06,30.8,152.4,71.2,"CAM,RW",England,64,68,600000.0,3000.0,Right,1,3,3,Lean,1100000.0,,,,,43,65,63,60,57,65,49,37,49,65,81,79,81,65,79,67,64,60,52,64,34,15,63,54,60,54,18,16,15,"['CAM', 'RW']",CAM,2,False,False,False,False,keshi-anderson-1995-04-06
L. Vásquez,Larry Vásquez,1991-09-19,34.3,185.42,79.8,CDM,Colombia,69,71,1100000.0,2000.0,Right,1,3,2,Normal,1600000.0,,,,,37,52,57,69,38,53,32,32,71,68,39,34,40,72,54,51,66,63,80,64,74,67,56,65,37,58,66,65,57,['CDM'],CDM,1,False,False,False,False,larry-v-squez-1991-09-19
V. Bora,Vedat Bora,1995-01-27,31.0,175.26,68.0,RM,Turkey,67,72,1000000.0,5000.0,Right,1,2,3,Normal,2100000.0,,,,,69,48,49,71,38,68,64,39,73,68,75,76,75,62,66,55,68,49,49,62,66,56,63,62,47,62,40,34,38,['RM'],RM,1,False,False,False,False,vedat-bora-1995-01-27
M. Peškovič,Michal Peškovič,1982-02-08,43.9,187.96,88.0,GK,Slovakia,63,63,50000.0,1000.0,Left,1,3,1,Normal,68000.0,,,,,18,11,11,30,11,27,17,14,20,22,32,30,30,61,31,45,52,23,50,11,18,13,11,50,23,55,22,20,18,['GK'],GK,1,False,False,False,False,michal-pe-kovi-1982-02-08
Vallès,Enric Vallès Prat,1990-03-01,35.9,190.5,83.9,"CM,CDM",Spain,63,63,375000.0,1000.0,Left,1,3,3,Lean,469000.0,,,,,65,57,45,64,50,64,64,65,62,66,66,63,58,55,56,74,74,73,72,60,66,57,56,59,67,56,51,60,53,"['CM', 'CDM']",CM,2,False,False,False,False,enric-vall-s-prat-1990-03-01
C. Doyle,Colin Doyle,1985-06-12,40.6,195.58,92.1,GK,Republic of Ireland,66,66,325000.0,2000.0,Right,1,3,1,Normal,569000.0,Republic of Ireland,74.0,SUB,1.0,15,14,11,32,14,15,13,11,33,32,32,32,55,62,44,33,50,27,59,12,23,15,7,26,25,40,30,13,15,['GK'],GK,1,False,False,False,False,colin-doyle-1985-06-12
Martínez,José Antonio Martínez Gil,1993-02-12,32.9,187.96,79.8,CB,Spain,66,71,725000.0,6000.0,Left,1,3,2,Lean,,,,,,33,35,72,63,32,47,33,32,45,61,61,51,49,62,56,44,71,66,76,27,64,63,32,40,47,59,61,66,64,['CB'],CB,1,False,False,False,False,jos-antonio-mart-nez-gil-1993-02-12
C. Walsh-O'Loghlen,Colm Walsh-O'Loghlen,1999-04-12,26.8,152.4,69.9,"LM,ST",Republic of Ireland,52,70,110000.0,1000.0,Right,1,3,2,Normal,239000.0,,,,,45,45,39,42,41,54,41,39,43,55,65,66,66,50,68,53,41,55,38,41,40,21,48,51,53,48,44,34,31,"['LM', 'ST']",LM,2,False,False,False,False,colm-walsh-o-loghlen-1999-04-12
J. Hogg,Jonathan Hogg,1988-12-06,37.1,175.26,73.0,"CDM,CM",England,76,76,6000000.0,42000.0,Right,1,3,3,Normal,11400000.0,,,,,58,54,64,74,53,67,46,41,69,68,69,68,64,74,72,61,64,89,75,54,85,75,58,64,41,70,75,79,76,"['CDM', 'CM']",CDM,2,False,False,False,False,jonathan-hogg-1988-12-06
O. Johansson,Oscar Johansson,1995-02-06,31.0,152.4,74.8,"RM,CAM",Sweden,57,62,140000.0,1000.0,Right,1,3,2,Normal,186000.0,,,,,41,46,25,55,42,53,47,37,48,60,70,69,67,59,65,54,71,73,59,55,22,23,46,58,33,39,42,19,17,"['RM', 'CAM']",RM,2,False,False,False,False,oscar-johansson-1995-02-06
L. Mosquera,Luis Fernando Mosquera Alomía,1986-08-17,39.4,175.26,71.2,"CAM,RM",Colombia,65,65,475000.0,1000.0,Right,2,4,3,Normal,641000.0,,,,,56,55,61,66,60,65,63,71,59,66,71,74,72,62,73,61,59,57,59,58,57,43,61,66,54,72,25,23,12,"['CAM', 'RM']",CAM,2,False,False,False,False,luis-fernando-mosquera-alom-a-1986-08-17
D. Wilson,Danny Wilson,1991-12-27,34.1,187.96,78.9,"CB,CDM",Scotland,68,71,925000.0,3000.0,Left,1,2,2,Stocky,1500000.0,,,,,31,44,67,63,36,58,42,30,70,60,54,62,58,58,41,37,70,76,81,32,75,67,33,55,37,63,63,67,67,"['CB', 'CDM']",CB,2,False,False,False,False,danny-wilson-1991-12-27
M. Borgogno,Matías  Borgogno,1998-08-21,27.4,187.96,73.9,GK,Argentina,57,71,180000.0,1000.0,Right,1,3,1,Normal,383000.0,,,,,13,5,14,27,10,6,12,11,22,17,28,26,27,55,46,26,59,24,52,6,24,7,8,38,14,39,10,11,12,['GK'],GK,1,False,False,False,False,mat-as-borgogno-1998-08-21
B. Dia,Boulaye Dia,1996-11-16,29.2,154.94,74.8,ST,France,65,75,875000.0,4000.0,Right,1,3,2,Normal,1900000.0,,,,,36,69,65,56,51,60,46,42,40,61,69,70,58,56,53,69,64,54,74,60,48,22,63,45,62,48,28,17,14,['ST'],ST,1,False,False,False,False,boulaye-dia-1996-11-16
D. Parrett,Dean Parrett,1991-11-16,34.2,152.4,73.0,"CM,RM",England,63,64,425000.0,2000.0,Right,1,3,2,Lean,776000.0,,,,,54,56,48,63,56,62,65,63,64,64,59,69,72,53,76,65,66,74,59,63,53,44,59,67,59,64,54,48,45,"['CM', 'RM']",CM,2,False,False,False,False,dean-parrett-1991-11-16
L. Matarese,Luca Matarese,1998-04-16,27.8,152.4,64.9,"LW,LM",Italy,62,74,550000.0,2000.0,Right,1,3,3,Normal,,,,,,58,57,43,60,50,68,51,40,47,67,69,67,76,54,86,64,47,34,42,49,39,25,58,55,50,57,17,28,22,"['LW', 'LM']",LW,2,False,False,False,False,luca-matarese-1998-04-16
I. Parlak,İlhan Parlak,1987-01-18,39.0,154.94,73.9,"ST,RM,LM",Turkey,69,69,950000.0,11000.0,Right,1,3,2,Normal,1900000.0,,,,,67,71,68,67,74,62,44,53,62,65,70,68,74,68,73,69,71,71,65,65,61,22,69,67,65,65,25,12,13,"['ST', 'RM', 'LM']",ST,3,False,False,False,False,i-lhan-parlak-1987-01-18
S. Moyano,Sebastián Moyano,1990-08-26,35.4,187.96,78.0,GK,Argentina,66,69,550000.0,3000.0,Right,1,2,1,Normal,866000.0,,,,,19,20,12,24,16,21,20,19,24,25,49,44,36,56,50,20,59,36,67,17,19,27,14,20,22,41,23,13,15,['GK'],GK,1,False,False,False,False,sebasti-n-moyano-1990-08-26
H. Cavero,Hardy Fabián Cavero Manan,1996-05-31,29.6,154.94,71.2,"CB,LB",Chile,63,74,550000.0,1000.0,Left,1,2,2,Normal,880000.0,,,,,28,24,63,48,20,58,23,31,46,63,60,64,57,51,54,38,74,74,77,22,42,60,25,31,39,64,62,66,64,"['CB', 'LB']",CB,2,False,False,False,False,hardy-fabi-n-cavero-manan-1996-05-31
R. Hutton,Remeao Hutton,1998-09-28,27.3,175.26,72.1,"RB,RWB",England,62,74,450000.0,2000.0,Right,1,2,2,Normal,945000.0,,,,,57,33,42,58,22,61,36,42,52,59,78,76,56,60,66,61,53,66,58,56,55,59,48,50,29,44,55,61,58,"['RB', 'RWB']",RB,2,False,False,False,False,remeao-hutton-1998-09-28
J. Hernández,José Guadalupe Hernández,1999-04-21,26.7,172.72,68.9,LM,Mexico,60,73,400000.0,4000.0,Left,1,3,2,Normal,930000.0,,,,,53,48,54,64,48,59,52,54,63,60,74,75,57,57,78,58,59,55,45,48,47,24,50,52,53,65,42,48,52,['LM'],LM,1,False,False,False,False,jos-guadalupe-hern-ndez-1999-04-21
J. Brinkies,Johannes Brinkies,1993-06-20,32.6,187.96,87.1,GK,Germany,68,72,825000.0,1000.0,Right,1,5,1,Stocky,1300000.0,,,,,10,15,10,34,8,12,12,19,29,18,52,52,55,59,52,36,71,42,66,11,20,21,13,55,28,33,10,9,11,['GK'],GK,1,False,False,False,False,johannes-brinkies-1993-06-20
J. Lucumi,Jhon Lucumi,1998-06-26,27.6,185.42,78.0,"CB,LB",Colombia,72,83,4700000.0,8000.0,Left,1,3,2,Normal,8000000.0,,,,,52,23,68,65,23,54,32,31,64,64,65,75,58,69,53,38,65,70,75,28,60,74,33,36,36,64,71,76,72,"['CB', 'LB']",CB,2,False,False,False,False,jhon-lucumi-1998-06-26
Ricardo Horta,Ricardo Jorge da Luz Horta,1994-09-15,31.3,172.72,63.0,LM,Portugal,79,84,17000000.0,16000.0,Right,1,3,3,Lean,35300000.0,,,,,77,74,51,76,82,80,78,70,69,81,78,75,85,81,85,78,62,80,45,71,64,55,81,76,71,69,32,44,35,['LM'],LM,1,False,False,False,False,ricardo-jorge-da-luz-horta-1994-09-15
R. Kakeeto,Roberto Kakeeto,1995-05-19,30.7,175.26,64.9,"CDM,CM",Uganda,58,67,170000.0,2000.0,Right,1,3,2,Lean,247000.0,,,,,40,32,53,55,34,50,36,35,50,53,64,67,63,58,68,58,70,67,73,33,70,58,34,41,38,42,60,57,55,"['CDM', 'CM']",CDM,2,False,False,False,False,roberto-kakeeto-1995-05-19
K. Yamada,山田 康太,1999-10-07,26.3,175.26,59.9,"CM,CF,RB",Japan,53,63,90000.0,1000.0,Right,1,2,2,Lean,131000.0,,,,,51,33,32,51,31,57,37,34,50,55,76,66,78,58,80,38,72,57,44,30,38,51,55,50,37,40,56,58,45,"['CM', 'CF', 'RB']",CM,3,False,False,False,False,1999-10-07
J. Miszczuk,Jakub Miszczuk,1990-08-06,35.5,185.42,76.2,GK,Poland,50,50,20000.0,1000.0,Right,1,2,1,Normal,27000.0,,,,,11,11,14,40,14,19,12,24,34,18,25,28,32,53,37,13,51,28,52,8,37,22,11,30,22,22,15,19,17,['GK'],GK,1,False,False,False,False,jakub-miszczuk-1990-08-06
T. Nowak,Tomasz Nowak,1985-10-30,40.2,170.18,72.1,"CAM,CDM",Poland,65,65,425000.0,2000.0,Left,1,3,3,Stocky,574000.0,,,,,61,49,48,70,62,61,68,45,69,67,70,73,78,57,76,66,67,64,72,68,59,63,56,60,67,68,49,45,47,"['CAM', 'CDM']",CAM,2,False,False,False,False,tomasz-nowak-1985-10-30
Moi Gómez,Moisés Gómez Bordonado,1994-06-23,31.6,175.26,64.9,"CAM,CM,LM,CDM",Spain,74,79,7500000.0,9000.0,Right,1,5,3,Lean,,,,,,75,68,54,79,59,76,80,59,75,76,72,68,78,68,79,68,74,76,56,69,52,51,69,71,59,68,60,47,34,"['CAM', 'CM', 'LM', 'CDM']",CAM,4,False,False,False,False,mois-s-g-mez-bordonado-1994-06-23
H. Wolf,Hannes Wolf,1999-04-16,26.8,175.26,68.0,CAM,Austria,74,85,9500000.0,15000.0,Left,1,3,4,Lean,16200000.0,,,,,62,62,56,72,60,80,71,64,63,77,84,81,79,72,74,68,73,67,52,63,54,38,69,69,66,68,23,36,35,['CAM'],CAM,1,False,False,False,False,hannes-wolf-1999-04-16
D. Bessa,Daniel Bessa,1993-01-14,33.0,152.4,74.8,CM,Italy,73,75,4800000.0,5000.0,Right,1,4,4,Lean,,,,,,69,64,50,77,64,76,70,69,74,77,75,57,83,70,81,76,52,61,49,79,45,49,74,77,59,72,51,52,49,['CM'],CM,1,False,False,False,False,daniel-bessa-1993-01-14
Pascu,José Pascual Alba Seva,2000-04-02,25.8,154.94,67.1,"CM,CDM",Spain,64,80,925000.0,3000.0,Right,1,4,2,Normal,2500000.0,,,,,49,53,58,72,55,62,59,46,72,67,63,66,61,55,69,64,60,57,48,55,39,56,53,64,49,58,58,55,47,"['CM', 'CDM']",CM,2,False,False,False,False,jos-pascual-alba-seva-2000-04-02
B. Costil,Benoît Costil,1987-07-03,38.5,187.96,88.0,GK,France,79,79,8000000.0,35000.0,Right,2,3,1,Normal,16000000.0,,,,,11,14,15,35,12,13,12,11,33,12,49,53,38,75,45,22,49,28,65,15,22,22,12,44,15,58,16,11,14,['GK'],GK,1,False,False,False,False,beno-t-costil-1987-07-03
Alemão,Fágner Ironi Daponte,1990-10-18,35.3,185.42,83.0,CB,Brazil,68,70,875000.0,5000.0,Right,1,3,2,Normal,1500000.0,,,,,55,42,64,51,39,54,41,40,41,57,64,68,53,62,53,53,63,74,79,40,70,65,46,43,59,64,66,73,69,['CB'],CB,1,False,False,False,False,f-gner-ironi-daponte-1990-10-18
Barragán,Antonio Barragán Fernández,1987-06-12,38.6,182.88,76.2,"RWB,RB,RM",Spain,77,77,6000000.0,22000.0,Right,1,3,3,Normal,12600000.0,,,,,77,44,75,75,59,66,64,51,63,73,71,74,66,76,67,61,71,78,73,53,74,78,66,56,55,62,69,77,80,"['RWB', 'RB', 'RM']",RWB,3,False,False,False,False,antonio-barrag-n-fern-ndez-1987-06-12
G. Toledo,Gustavo Toledo,1989-09-19,36.3,170.18,72.1,RB,Argentina,73,73,3200000.0,11000.0,Right,1,3,3,Normal,4700000.0,,,,,68,43,52,68,27,73,37,25,63,69,85,81,76,75,68,66,77,86,66,55,62,70,67,68,37,70,57,72,72,['RB'],RB,1,False,False,False,False,gustavo-toledo-1989-09-19
B. Youssouf,Benjaloud Youssouf,1994-02-11,31.9,175.26,73.9,"RB,LB,RM",Comoros,65,70,600000.0,2000.0,Right,1,2,2,Normal,1100000.0,,,,,62,30,61,59,25,58,45,32,57,58,76,73,61,64,74,48,70,68,57,48,62,66,41,51,39,62,58,62,64,"['RB', 'LB', 'RM']",RB,3,False,False,False,False,benjaloud-youssouf-1994-02-11
L. Argudo,Luis Argudo,1995-12-13,30.1,175.26,68.0,"LM,CAM,RM,CDM",United States,66,73,900000.0,2000.0,Right,1,4,3,Normal,1500000.0,,,,,62,55,44,67,50,65,66,64,58,66,71,75,75,63,82,62,62,69,59,51,58,58,64,62,60,65,60,52,52,"['LM', 'CAM', 'RM', 'CDM']",LM,4,False,False,False,False,luis-argudo-1995-12-13
Y. Gómez Andrade,Yeimar Pastor Gómez Andrade,1992-06-30,33.6,187.96,92.1,CB,Colombia,74,75,5500000.0,13000.0,Right,1,3,2,Stocky,8700000.0,,,,,40,22,86,48,24,35,36,16,43,46,42,43,34,67,31,52,33,72,91,24,90,83,25,20,24,62,68,71,68,['CB'],CB,1,False,False,False,False,yeimar-pastor-g-mez-andrade-1992-06-30
M. Sadler,Matthew Sadler,1985-02-26,40.9,182.88,73.9,CB,England,67,67,300000.0,4000.0,Left,1,3,2,Normal,525000.0,,,,,55,33,56,60,32,58,60,52,59,57,58,53,70,62,70,56,73,74,76,57,76,65,46,54,42,59,66,68,67,['CB'],CB,1,False,False,False,False,matthew-sadler-1985-02-26
C. Diop,Clément Diop Degoud,1993-10-12,32.3,185.42,76.2,GK,Senegal,63,66,325000.0,1000.0,Right,1,2,1,Normal,512000.0,,,,,6,7,8,33,9,11,6,7,52,28,37,33,24,55,33,10,66,32,61,6,22,13,11,38,22,43,10,10,13,['GK'],GK,1,False,False,False,False,cl-ment-diop-degoud-1993-10-12
Morro,Miguel Ángel Morro Muñoz,2000-09-11,25.4,193.04,78.0,GK,Spain,57,74,170000.0,1000.0,Left,1,2,1,Normal,480000.0,,,,,10,10,14,28,6,11,11,12,26,13,28,18,31,57,26,17,36,29,55,11,27,10,5,26,13,37,11,11,12,['GK'],GK,1,False,False,False,False,miguel-ngel-morro-mu-oz-2000-09-11
Z. Machach,Zinédine Machach,1996-01-05,30.0,182.88,77.1,"CAM,LM,CM,CF",France,71,78,3300000.0,28000.0,Right,1,3,3,Normal,,,,,,70,63,61,72,62,73,64,58,68,73,75,70,69,65,68,66,65,74,70,63,77,53,67,71,57,71,20,60,62,"['CAM', 'LM', 'CM', 'CF']",CAM,4,False,False,False,False,zin-dine-machach-1996-01-05
S. Jarovic,Senad Jarovic,1998-01-20,28.0,195.58,89.8,ST,Bosnia Herzegovina,54,64,110000.0,2000.0,Right,1,3,2,Normal,160000.0,,,,,29,51,63,42,44,50,31,23,25,52,51,53,54,48,37,51,61,56,81,41,49,17,50,44,53,48,20,15,21,['ST'],ST,1,False,False,False,False,senad-jarovic-1998-01-20
L. Crecco,Luca Crecco,1995-09-06,30.4,182.88,76.2,"CM,LM",Italy,66,74,925000.0,1000.0,Left,1,2,3,Normal,1600000.0,,,,,68,50,64,68,42,66,43,35,64,70,67,64,57,72,62,67,48,73,67,54,68,72,66,58,44,64,53,52,54,"['CM', 'LM']",CM,2,False,False,False,False,luca-crecco-1995-09-06
E. Reijnders,Eliano Reijnders,2000-10-23,25.2,167.64,55.8,LM,Netherlands,60,77,400000.0,1000.0,Right,1,3,3,Normal,830000.0,,,,,51,52,50,69,48,63,52,46,60,68,69,62,60,42,58,52,50,41,39,41,40,26,47,61,52,62,41,51,57,['LM'],LM,1,False,False,False,False,eliano-reijnders-2000-10-23
A. Al Fraidi,Ahmed Mohammed Al Fraidi,1988-01-29,38.0,175.26,77.1,"CAM,CM,RM",Saudi Arabia,66,66,600000.0,10000.0,Right,1,4,4,Normal,1000000.0,,,,,63,62,51,68,56,68,68,63,65,70,57,52,81,60,65,61,68,60,66,57,66,51,63,66,55,70,41,52,46,"['CAM', 'CM', 'RM']",CAM,3,False,False,False,False,ahmed-mohammed-al-fraidi-1988-01-29
K. Gjasula,Klaus Gjasula,1989-12-14,36.1,193.04,83.9,CDM,Albania,67,67,625000.0,4000.0,Right,1,4,2,Normal,969000.0,,,,,40,43,67,72,35,46,38,57,54,61,41,52,49,64,40,67,78,78,87,48,92,62,48,67,68,68,60,65,61,['CDM'],CDM,1,False,False,False,False,klaus-gjasula-1989-12-14
Y. Makarenko,Yevhen Makarenko,1991-05-21,34.7,182.88,83.9,"CDM,LB,CM",Ukraine,72,74,3000000.0,13000.0,Left,1,3,3,Normal,4800000.0,,,,,70,47,64,72,51,65,61,56,71,68,61,75,67,69,57,73,67,76,77,67,74,74,62,69,48,74,70,70,69,"['CDM', 'LB', 'CM']",CDM,3,False,False,False,False,yevhen-makarenko-1991-05-21
